,curve_id,min_df_dx,max_df_dx,max_force,cp_x,ind_energy
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00010.000,0.16283219363314008,6.018612438355142,169.51042799965072,375.21255322955756,43.513129312652495
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00004.000,1.0,17.843227496782035,5911.45838543931,402.3754476909554,1690.7351138682222
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00005.000,1.0,10.47212145316373,6040.3198949358175,374.90809518488993,1872.8638877877079
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00011.000,0.7181422016314919,70.3879389384268,2415.4624463843775,300.94529488054013,407.8303708193636
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00007.000,0.7206158051271269,24.17405138565336,937.2358542197662,269.95102414079577,215.53255353930783
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00013.000,1.0,7.997273719412215,6957.1382199192385,432.40814161022195,2161.78254592348
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00012.000,1.0,17.841819294159656,5872.14182693658,331.1747966455912,1621.898912504978
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00006.000,1.0,6.48287447109796,4209.6829273426765,384.42180521974615,1268.7290522158671
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00002.000,0.8467185680281758,16.364395013828148,3599.338932200547,265.3537076770418,866.8636813308989
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00016.000,0.4472115598749727,1.8139448912863296,2303.168573228188,506.7121571749887,801.0907084901253
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00017.000,0.51490916064127,13.430690234115557,581.3082331703713,289.8924759772767,119.78205718080355
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00003.000,0.39856744680225226,14.080202394547964,5027.648996717213,393.76505919201713,1254.7522030143703
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00015.000,1.0,7.260523242243678,6673.559633217356,490.78577047157273,2117.6874820181247
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00001.000,0.34450834373883876,84.0478705294516,1523.0403269679036,154.1022389972352,245.1766035572224
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00014.000,1.0,6.323661219182309,7354.742879004632,516.170777163286,2297.1543584452825
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00073.000,1.0,5.813236091270523,7213.972886442179,485.79563105966287,2272.907290997982
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00067.000,0.8602568279991029,4.023440535900866,1774.683880199066,507.1845448372737,674.6736833907979
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00066.000,1.0,6.01104301091161,6821.086196759753,595.946285201799,2213.073732857476
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00072.000,1.0,22.491162336777975,5528.57162184148,418.8426087978172,1531.713029019598
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00064.000,1.0,4.772203742240815,8634.197921912413,591.1129546262679,2874.542607802597
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00070.000,0.4728443780716388,8.284715043763615,655.0627345472774,466.46760353943694,153.91298865049208
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00058.000,-0.07017515657402085,1.773962588792222,230.24944399849568,296.3448652970926,94.6429575097837
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00071.000,0.06693914971591776,51.39071497884959,3238.6560652661856,386.3541109871268,676.3007158505816
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00065.000,1.0,4.335012091144626,7958.837684125134,581.7840292418398,2837.5226185606675
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00061.000,0.3549605457102259,26.995298410090577,1092.612416752226,330.20590050394924,217.18738329511925
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00075.000,0.7418185546217428,3.5876620601136535,5467.341100980478,632.3818776980686,1838.8281939565197
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00074.000,1.0,7.286901353380225,7601.743078657655,590.2935274198726,2423.81963165891
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00048.000,0.6944045501364435,3.2149796523779086,219.19331667173645,351.21191663366824,90.78894965206159
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00076.000,0.9977302945369287,4.3897983316762845,3494.8140456883225,460.8122323428528,1254.042904337185
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00062.000,1.0,19.214383256853942,6009.917316725711,405.89235073437135,1838.6507189782922
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00063.000,1.0,13.631977390834795,7975.029826027995,532.9168692112112,2487.023318170879
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00077.000,0.8353542584393269,19.59478466050288,2258.542731089512,306.38052369329046,544.2488945575058
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00085.000,0.14066239094302166,79.66116930879211,1114.7066997107636,337.09510752472363,215.62842257559905
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00052.000,0.4738784444541573,1.708004815545802,1864.315601734445,445.98193622711756,717.4490749497161
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00046.000,1.0,7.924246129182431,7000.020974887514,669.850066532165,2238.560200785317
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00047.000,1.0,9.109129067400684,2120.8645228752716,601.2632733681928,679.0297616943865
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00053.000,1.0,9.111302178154732,7075.904643750779,581.6562781927655,2220.133574040097
0,/Users/andrearidolfi/Desktop/NanoscopeAFM_ForceCurve_analysis/Example_RawData/Chromosomes/PS090441/cr00084.000,1.0,8.143337227065382,3978.794415245294,491.63947889852295,1215.5752551587466
